"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.id","Input.target","Input.origs","Input.mods","Answer.comments","Answer.grammaticality-0","Answer.grammaticality-1","Answer.grammaticality-2","Answer.grammaticality-3","Answer.grammaticality-4","Answer.grammaticality-5","Answer.grammaticality-6","Answer.grammaticality-7","Answer.grammaticality-@@i@@","Answer.id","Answer.mods","Answer.origs","Answer.responses","Answer.sentiment-0","Answer.sentiment-1","Answer.sentiment-2","Answer.sentiment-3","Answer.sentiment-4","Answer.sentiment-5","Answer.sentiment-6","Answer.sentiment-7","Answer.sentiment-@@i@@","Answer.submit","Answer.topic-0","Answer.topic-1","Answer.topic-2","Answer.topic-3","Answer.topic-4","Answer.topic-5","Answer.topic-6","Answer.topic-7","Answer.topic-@@i@@","Approve","Reject"
"3VDVA3ILID92TYVH1P8FQPTRECM1G2","3S0VMPP5OG2ZACLBS2KH36IE7SZKXS","Evaluate attempts to make scene description more romantic or humorous","You will be shown different attempts to alter an image caption so that it is about the same image but is in a different ""style"" (either more romantic or more humorous.  You will be asked to judge the grammaticality, style, and topic of the new sentence.","style, grammaticality, caption, evaluation, romantic, humorous","$0.40","Thu Dec 07 22:42:21 PST 2017","1","BatchId:3041089;OriginalHitTemplateId:920937336;","3600","259200","Thu Dec 14 22:42:21 PST 2017","","","37U1UTWH9WGEF8M96OG7SNPRQWT8RV","A27MJOV91GA8R3","Submitted","Thu Dec 07 22:48:50 PST 2017","Thu Dec 07 23:47:48 PST 2017","Sun Dec 10 23:47:48 PST 2017","","","","3538","100% (323/323)","100% (105/105)","100% (43/43)","romantic-0","romantic","dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .","a sweet girl in love feeding a camel .	dark colored animal eating a big fish .	blond girl walks past a party .	dark haired child eating a frozen treat relishing .	a dog is running through the grass .	dark haired dog eating a wrestling determined to win the time .	little boy is running down a tree and the air .	dark haired chid eating a frozen treat after he ate his lunch .","{}","grammaticality=5","grammaticality=5","grammaticality=5","grammaticality=5","grammaticality=5","grammaticality=2","grammaticality=1","grammaticality=5","","romantic-0","a sweet girl in love feeding a camel .	dark colored animal eating a big fish .	blond girl walks past a party .	dark haired child eating a frozen treat relishing .	a dog is running through the grass .	dark haired dog eating a wrestling determined to win the time .	little boy is running down a tree and the air .	dark haired chid eating a frozen treat after he ate his lunch .","dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .","grammaticality=5 sentiment=5 topic=1	grammaticality=5 sentiment=3 topic=1	grammaticality=5 sentiment=3 topic=1	grammaticality=5 sentiment=5 topic=5	grammaticality=5 sentiment=3 topic=1	grammaticality=2 sentiment=5 topic=1	grammaticality=1 sentiment=3 topic=1	grammaticality=5 sentiment=4 topic=5","sentiment=5","sentiment=3","sentiment=3","sentiment=5","sentiment=3","sentiment=5","sentiment=3","sentiment=4","","Submit","topic=1","topic=1","topic=1","topic=5","topic=1","topic=1","topic=1","topic=5",""
"3XBYQ44Z6PYZZ4XQIDW7IYYA0J2TW1","3S0VMPP5OG2ZACLBS2KH36IE7SZKXS","Evaluate attempts to make scene description more romantic or humorous","You will be shown different attempts to alter an image caption so that it is about the same image but is in a different ""style"" (either more romantic or more humorous.  You will be asked to judge the grammaticality, style, and topic of the new sentence.","style, grammaticality, caption, evaluation, romantic, humorous","$0.40","Thu Dec 07 22:42:21 PST 2017","1","BatchId:3041089;OriginalHitTemplateId:920937336;","3600","259200","Thu Dec 14 22:42:21 PST 2017","","","3HMVI3QICKM519EALYZML9VGFD51Y9","ADESHZL4W6NJU","Submitted","Thu Dec 07 23:36:57 PST 2017","Thu Dec 07 23:38:10 PST 2017","Sun Dec 10 23:38:10 PST 2017","","","","73","0% (0/0)","0% (0/0)","0% (0/0)","humorous-0","humorous","dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .","a little boy is eating a red popsicle like a bird .	a little boy splashing stupidly in a blue inflatable pool .	little boy is walking up a large smiley face .	dark colored animal eating a big fish .	dark haired dog eating a bucket looking for candy .	a man is running on a beach to find the space .	dark haired child eating a frozen treat short .	blond girl walks past a party .","{}","grammaticality=5","grammaticality=5","grammaticality=4","grammaticality=5","grammaticality=2","grammaticality=3","grammaticality=4","grammaticality=5","","humorous-0","a little boy is eating a red popsicle like a bird .	a little boy splashing stupidly in a blue inflatable pool .	little boy is walking up a large smiley face .	dark colored animal eating a big fish .	dark haired dog eating a bucket looking for candy .	a man is running on a beach to find the space .	dark haired child eating a frozen treat short .	blond girl walks past a party .","dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .	dark haired child eating a frozen treat .","grammaticality=5 sentiment=5 topic=4	grammaticality=5 sentiment=5 topic=1	grammaticality=4 sentiment=5 topic=1	grammaticality=5 sentiment=5 topic=1	grammaticality=2 sentiment=2 topic=1	grammaticality=3 sentiment=2 topic=1	grammaticality=4 sentiment=3 topic=5	grammaticality=5 sentiment=4 topic=1","sentiment=5","sentiment=5","sentiment=5","sentiment=5","sentiment=2","sentiment=2","sentiment=3","sentiment=4","","Submit","topic=4","topic=1","topic=1","topic=1","topic=1","topic=1","topic=5","topic=1",""
"3PGQRAZX02E299FB8E95TQN498OYSG","3S0VMPP5OG2ZACLBS2KH36IE7SZKXS","Evaluate attempts to make scene description more romantic or humorous","You will be shown different attempts to alter an image caption so that it is about the same image but is in a different ""style"" (either more romantic or more humorous.  You will be asked to judge the grammaticality, style, and topic of the new sentence.","style, grammaticality, caption, evaluation, romantic, humorous","$0.40","Thu Dec 07 22:42:21 PST 2017","1","BatchId:3041089;OriginalHitTemplateId:920937336;","3600","259200","Thu Dec 14 22:42:21 PST 2017","","","3TEM0PF1Q6R2W9Y1TJ88UJ25SXS0DW","A2539PUSDD137T","Submitted","Thu Dec 07 23:06:35 PST 2017","Thu Dec 07 23:15:06 PST 2017","Sun Dec 10 23:15:06 PST 2017","","","","511","100% (13/13)","100% (12/12)","100% (1/1)","romantic-1","romantic","a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool","a young boy playing in a lake showing his lover.	a man in a red shirt is running through the grass .	a kid smiling at the swimming pool to express the joy to the world .	a young boy playing in a swimming po , excited forol	a young boy wearing a pink jacket swimming .	a young boy learns to swim in a swimming pool with his mother .	a young boy playing in a swimming pool towards his loving time .	a young boy playing in a swimming pool to impress his lover .","{}","grammaticality=2","grammaticality=5","grammaticality=3","grammaticality=2","grammaticality=3","grammaticality=4","grammaticality=2","grammaticality=5","","romantic-1","a young boy playing in a lake showing his lover.	a man in a red shirt is running through the grass .	a kid smiling at the swimming pool to express the joy to the world .	a young boy playing in a swimming po , excited forol	a young boy wearing a pink jacket swimming .	a young boy learns to swim in a swimming pool with his mother .	a young boy playing in a swimming pool towards his loving time .	a young boy playing in a swimming pool to impress his lover .","a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool","grammaticality=2 sentiment=5 topic=3	grammaticality=5 sentiment=1 topic=1	grammaticality=3 sentiment=5 topic=5	grammaticality=2 sentiment=3 topic=4	grammaticality=3 sentiment=3 topic=4	grammaticality=4 sentiment=2 topic=4	grammaticality=2 sentiment=4 topic=4	grammaticality=5 sentiment=5 topic=5","sentiment=5","sentiment=1","sentiment=5","sentiment=3","sentiment=3","sentiment=2","sentiment=4","sentiment=5","","Submit","topic=3","topic=1","topic=5","topic=4","topic=4","topic=4","topic=4","topic=5",""
"3BA7SXOG1JKBTOOGGLB643U6UR2R87","3S0VMPP5OG2ZACLBS2KH36IE7SZKXS","Evaluate attempts to make scene description more romantic or humorous","You will be shown different attempts to alter an image caption so that it is about the same image but is in a different ""style"" (either more romantic or more humorous.  You will be asked to judge the grammaticality, style, and topic of the new sentence.","style, grammaticality, caption, evaluation, romantic, humorous","$0.40","Thu Dec 07 22:42:21 PST 2017","1","BatchId:3041089;OriginalHitTemplateId:920937336;","3600","259200","Thu Dec 14 22:42:21 PST 2017","","","37UEWGM5HU2W482O737SDD2JCQN1R4","A4158R4Y06ZB4","Submitted","Thu Dec 07 22:49:16 PST 2017","Thu Dec 07 22:53:31 PST 2017","Sun Dec 10 22:53:31 PST 2017","","","","255","99% (137/138)","100% (25/25)","0% (0/0)","humorous-1","humorous","a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool","a young boy playing in the water sees a leaping lizard .	a young boy playing in a swimming pool to search of bones .	a young boy wearing a pink jacket swimming .	a young boy playing in a swimming po with fearol	a man is jumping on a ramp to catch a lizard .	a little blonde toddler is wading in a baby pool to find sharks .	a young boy playing in a swimming pool like a dolphin .	a young boy playing in a swimming pool .","{}","grammaticality=2","grammaticality=1","grammaticality=2","grammaticality=1","grammaticality=1","grammaticality=3","grammaticality=5","grammaticality=5","","humorous-1","a young boy playing in the water sees a leaping lizard .	a young boy playing in a swimming pool to search of bones .	a young boy wearing a pink jacket swimming .	a young boy playing in a swimming po with fearol	a man is jumping on a ramp to catch a lizard .	a little blonde toddler is wading in a baby pool to find sharks .	a young boy playing in a swimming pool like a dolphin .	a young boy playing in a swimming pool .","a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool	a young boy playing in a swimming pool","grammaticality=2 sentiment=5 topic=2	grammaticality=1 sentiment=1 topic=2	grammaticality=2 sentiment=2 topic=3	grammaticality=1 sentiment=1 topic=2	grammaticality=1 sentiment=1 topic=1	grammaticality=3 sentiment=3 topic=1	grammaticality=5 sentiment=2 topic=3	grammaticality=5 sentiment=3 topic=5","sentiment=5","sentiment=1","sentiment=2","sentiment=1","sentiment=1","sentiment=3","sentiment=2","sentiment=3","","Submit","topic=2","topic=2","topic=3","topic=2","topic=1","topic=1","topic=3","topic=5",""
"3PUV2Q8SV4Y0UC3I1W0WQG33NWXBDL","3S0VMPP5OG2ZACLBS2KH36IE7SZKXS","Evaluate attempts to make scene description more romantic or humorous","You will be shown different attempts to alter an image caption so that it is about the same image but is in a different ""style"" (either more romantic or more humorous.  You will be asked to judge the grammaticality, style, and topic of the new sentence.","style, grammaticality, caption, evaluation, romantic, humorous","$0.40","Thu Dec 07 22:42:21 PST 2017","1","BatchId:3041089;OriginalHitTemplateId:920937336;","3600","259200","Thu Dec 14 22:42:21 PST 2017","","","3B4YI393VAQ8Z71VZBMHZOUOOSLSS5","A32QWM7BWCSPTS","Submitted","Thu Dec 07 23:25:42 PST 2017","Thu Dec 07 23:27:48 PST 2017","Sun Dec 10 23:27:48 PST 2017","","","","126","100% (10/10)","100% (10/10)","0% (0/0)","romantic-2","romantic","people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .","people are seated outdoors to see their most loved performer onstage .	people are outside at night trying to experience the thrill of darkness .	people are gathered together to see the adventure .	people are lovers and camera to help from their boyfriends .	people are seated outdoors to see someone onstage enthusiastically .	three men who are ready of his dream of air .	two people are playing in the snow .	people are fulfilling their dream in ice from night a man .","{}","grammaticality=5","grammaticality=5","grammaticality=5","grammaticality=1","grammaticality=5","grammaticality=1","grammaticality=5","grammaticality=2","","romantic-2","people are seated outdoors to see their most loved performer onstage .	people are outside at night trying to experience the thrill of darkness .	people are gathered together to see the adventure .	people are lovers and camera to help from their boyfriends .	people are seated outdoors to see someone onstage enthusiastically .	three men who are ready of his dream of air .	two people are playing in the snow .	people are fulfilling their dream in ice from night a man .","people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .","grammaticality=5 sentiment=5 topic=5	grammaticality=5 sentiment=5 topic=3	grammaticality=5 sentiment=5 topic=2	grammaticality=1 sentiment=5 topic=1	grammaticality=5 sentiment=3 topic=5	grammaticality=1 sentiment=4 topic=1	grammaticality=5 sentiment=3 topic=1	grammaticality=2 sentiment=5 topic=1","sentiment=5","sentiment=5","sentiment=5","sentiment=5","sentiment=3","sentiment=4","sentiment=3","sentiment=5","","Submit","topic=5","topic=3","topic=2","topic=1","topic=5","topic=1","topic=1","topic=1",""
"3P4ZBJFX2VXPGZFPNTRI1UJ99AUWFW","3S0VMPP5OG2ZACLBS2KH36IE7SZKXS","Evaluate attempts to make scene description more romantic or humorous","You will be shown different attempts to alter an image caption so that it is about the same image but is in a different ""style"" (either more romantic or more humorous.  You will be asked to judge the grammaticality, style, and topic of the new sentence.","style, grammaticality, caption, evaluation, romantic, humorous","$0.40","Thu Dec 07 22:42:20 PST 2017","1","BatchId:3041089;OriginalHitTemplateId:920937336;","3600","259200","Thu Dec 14 22:42:20 PST 2017","","","3YW4XOSQKRFOK0U5BX2XIOP3JPUU14","A27MJOV91GA8R3","Submitted","Thu Dec 07 23:53:30 PST 2017","Fri Dec 08 00:17:33 PST 2017","Mon Dec 11 00:17:33 PST 2017","","","","1443","100% (323/323)","100% (105/105)","100% (43/43)","humorous-2","humorous","people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .","people are standing , waiting to the camera while farting .	people are camping on the road wall like a date .	people are seated outdoors to see someone onstage yeti .	many people standing around listening to pokemon sounds .	people are fulfilling their dream in ice from night a man .	people are posing and camera to watch a date .	a person standing on a stage in front of a seated crowd , being clown.	two dogs are running on the grass to find the supreme leader .","{}","grammaticality=3","grammaticality=2","grammaticality=2","grammaticality=3","grammaticality=1","grammaticality=1","grammaticality=2","grammaticality=5","","humorous-2","people are standing , waiting to the camera while farting .	people are camping on the road wall like a date .	people are seated outdoors to see someone onstage yeti .	many people standing around listening to pokemon sounds .	people are fulfilling their dream in ice from night a man .	people are posing and camera to watch a date .	a person standing on a stage in front of a seated crowd , being clown.	two dogs are running on the grass to find the supreme leader .","people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .	people are seated outdoors to see someone onstage .","grammaticality=3 sentiment=5 topic=1	grammaticality=2 sentiment=3 topic=2	grammaticality=2 sentiment=3 topic=5	grammaticality=3 sentiment=5 topic=1	grammaticality=1 sentiment=3 topic=1	grammaticality=1 sentiment=3 topic=1	grammaticality=2 sentiment=5 topic=2	grammaticality=5 sentiment=5 topic=1","sentiment=5","sentiment=3","sentiment=3","sentiment=5","sentiment=3","sentiment=3","sentiment=5","sentiment=5","","Submit","topic=1","topic=2","topic=5","topic=1","topic=1","topic=1","topic=2","topic=1",""
"3DA79LNS59P286V28TL5D1ND2Q83T5","3S0VMPP5OG2ZACLBS2KH36IE7SZKXS","Evaluate attempts to make scene description more romantic or humorous","You will be shown different attempts to alter an image caption so that it is about the same image but is in a different ""style"" (either more romantic or more humorous.  You will be asked to judge the grammaticality, style, and topic of the new sentence.","style, grammaticality, caption, evaluation, romantic, humorous","$0.40","Thu Dec 07 22:42:21 PST 2017","1","BatchId:3041089;OriginalHitTemplateId:920937336;","3600","259200","Thu Dec 14 22:42:21 PST 2017","","","3O6CYIULEEVHL1A88LRIBEFXF22WU4","A1C8FN01981A69","Submitted","Thu Dec 07 23:23:39 PST 2017","Thu Dec 07 23:26:07 PST 2017","Sun Dec 10 23:26:07 PST 2017","","","","148","100% (26/26)","100% (1/1)","0% (0/0)","humorous-3","humorous","a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .","a group of kids are people outside .	a group of people are playing of supremacy .	four teenagers in dark clothes are ready for their first day of ninja school !.	a blond labs runs in the snow trying not to fall .	a group of people are playing on a field to find the bones .	asian group of girls are standing next to lure pokemon go .	a group of asian girls are standing looking for a	a group of asian girls are standing outside looking for supremacy .","{}","grammaticality=5","grammaticality=4","grammaticality=5","grammaticality=5","grammaticality=5","grammaticality=4","grammaticality=3","grammaticality=5","","humorous-3","a group of kids are people outside .	a group of people are playing of supremacy .	four teenagers in dark clothes are ready for their first day of ninja school !.	a blond labs runs in the snow trying not to fall .	a group of people are playing on a field to find the bones .	asian group of girls are standing next to lure pokemon go .	a group of asian girls are standing looking for a	a group of asian girls are standing outside looking for supremacy .","a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .","grammaticality=5 sentiment=3 topic=5	grammaticality=4 sentiment=2 topic=3	grammaticality=5 sentiment=4 topic=3	grammaticality=5 sentiment=4 topic=1	grammaticality=5 sentiment=4 topic=3	grammaticality=4 sentiment=4 topic=4	grammaticality=3 sentiment=3 topic=4	grammaticality=5 sentiment=4 topic=5","sentiment=3","sentiment=2","sentiment=4","sentiment=4","sentiment=4","sentiment=4","sentiment=3","sentiment=4","","Submit","topic=5","topic=3","topic=3","topic=1","topic=3","topic=4","topic=4","topic=5",""
"3ACRLU860N85MIHIXRBGWYLON8YBEE","3S0VMPP5OG2ZACLBS2KH36IE7SZKXS","Evaluate attempts to make scene description more romantic or humorous","You will be shown different attempts to alter an image caption so that it is about the same image but is in a different ""style"" (either more romantic or more humorous.  You will be asked to judge the grammaticality, style, and topic of the new sentence.","style, grammaticality, caption, evaluation, romantic, humorous","$0.40","Thu Dec 07 22:42:21 PST 2017","1","BatchId:3041089;OriginalHitTemplateId:920937336;","3600","259200","Thu Dec 14 22:42:21 PST 2017","","","3BV8HQ2ZZXVZCDH4BYXNDJ4QKXIA66","A5TI9UQEPLNWI","Submitted","Thu Dec 07 23:39:16 PST 2017","Fri Dec 08 00:01:15 PST 2017","Mon Dec 11 00:01:15 PST 2017","","","","1319","100% (293/293)","100% (8/8)","0% (0/0)","romantic-3","romantic","a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .","a group of asian girls are standing outside enjoying their friendship .	a group of asian girls are standing together enjoying their .	a man in a red shirt is running through the grass .	three women are posing happily for a picture to express her excitement .	a group of asian girls are standing together , enjoying the summer .	a group of kids are people outside .	two girls laugh happily while other girls look on .	a group of three girls are standing together .","{}","grammaticality=5","grammaticality=2","grammaticality=5","grammaticality=3","grammaticality=5","grammaticality=4","grammaticality=5","grammaticality=2","","romantic-3","a group of asian girls are standing outside enjoying their friendship .	a group of asian girls are standing together enjoying their .	a man in a red shirt is running through the grass .	three women are posing happily for a picture to express her excitement .	a group of asian girls are standing together , enjoying the summer .	a group of kids are people outside .	two girls laugh happily while other girls look on .	a group of three girls are standing together .","a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .	a group of asian girls are standing together .","grammaticality=5 sentiment=5 topic=5	grammaticality=2 sentiment=4 topic=5	grammaticality=5 sentiment=3 topic=1	grammaticality=3 sentiment=5 topic=5	grammaticality=5 sentiment=5 topic=5	grammaticality=4 sentiment=3 topic=5	grammaticality=5 sentiment=5 topic=4	grammaticality=2 sentiment=3 topic=5","sentiment=5","sentiment=4","sentiment=3","sentiment=5","sentiment=5","sentiment=3","sentiment=5","sentiment=3","","Submit","topic=5","topic=5","topic=1","topic=5","topic=5","topic=5","topic=4","topic=5",""
"3ZURAPD288HWFYZMQ52X84TFDXM1F3","3S0VMPP5OG2ZACLBS2KH36IE7SZKXS","Evaluate attempts to make scene description more romantic or humorous","You will be shown different attempts to alter an image caption so that it is about the same image but is in a different ""style"" (either more romantic or more humorous.  You will be asked to judge the grammaticality, style, and topic of the new sentence.","style, grammaticality, caption, evaluation, romantic, humorous","$0.40","Thu Dec 07 22:42:21 PST 2017","1","BatchId:3041089;OriginalHitTemplateId:920937336;","3600","259200","Thu Dec 14 22:42:21 PST 2017","","","3UXUOQ9OKFRIGDV9U82FJX4MF817A1","A33M7EZ72P8TWF","Submitted","Thu Dec 07 23:18:43 PST 2017","Thu Dec 07 23:21:46 PST 2017","Sun Dec 10 23:21:46 PST 2017","","","","183","100% (2/2)","100% (2/2)","0% (0/0)","humorous-4","humorous","two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .","two boys pretending to play in the sand at a park .	two boys wrestle in the sand at a park attempting to catch fish .	two boys tussle in the sand at a park over a girl .	a boy playing on the grass near the street .	two young boys swimming in a deadly deep fountain .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park search of .	two dogs are playing on a field in the snow to find .","{}","grammaticality=4","grammaticality=3","grammaticality=4","grammaticality=4","grammaticality=3","grammaticality=4","grammaticality=4","grammaticality=4","","humorous-4","two boys pretending to play in the sand at a park .	two boys wrestle in the sand at a park attempting to catch fish .	two boys tussle in the sand at a park over a girl .	a boy playing on the grass near the street .	two young boys swimming in a deadly deep fountain .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park search of .	two dogs are playing on a field in the snow to find .","two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .","grammaticality=4 sentiment=4 topic=4	grammaticality=3 sentiment=3 topic=3	grammaticality=4 sentiment=3 topic=3	grammaticality=4 sentiment=3 topic=3	grammaticality=3 sentiment=3 topic=3	grammaticality=4 sentiment=4 topic=4	grammaticality=4 sentiment=4 topic=3	grammaticality=4 sentiment=3 topic=2","sentiment=4","sentiment=3","sentiment=3","sentiment=3","sentiment=3","sentiment=4","sentiment=4","sentiment=3","","Submit","topic=4","topic=3","topic=3","topic=3","topic=3","topic=4","topic=3","topic=2",""
"33TGB4G0LPBEO42GSISTKHCH9L8TXU","3S0VMPP5OG2ZACLBS2KH36IE7SZKXS","Evaluate attempts to make scene description more romantic or humorous","You will be shown different attempts to alter an image caption so that it is about the same image but is in a different ""style"" (either more romantic or more humorous.  You will be asked to judge the grammaticality, style, and topic of the new sentence.","style, grammaticality, caption, evaluation, romantic, humorous","$0.40","Thu Dec 07 22:42:21 PST 2017","1","BatchId:3041089;OriginalHitTemplateId:920937336;","3600","259200","Thu Dec 14 22:42:21 PST 2017","","","3U84XHCDID7MYYLY42K7XEBLXRIZ4A","A2539PUSDD137T","Submitted","Thu Dec 07 23:35:49 PST 2017","Thu Dec 07 23:38:38 PST 2017","Sun Dec 10 23:38:38 PST 2017","","","","169","100% (13/13)","100% (12/12)","100% (1/1)","romantic-4","romantic","two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .","two dogs are jumping in waves at the beach , racing towards their owner .	two boys excited they play in the sand at a park .	a football players plays in the beach at a park .	two people are playing in the snow , enjoying the beach .	two boys tussle in the sand at a park .	two boys in love are in the sand at a park .	two young boys are enjoying the sun by wrestling in a sand pit .	two boys tussle in the sand at a park best friends .","{}","grammaticality=5","grammaticality=2","grammaticality=2","grammaticality=4","grammaticality=4","grammaticality=3","grammaticality=5","grammaticality=3","","romantic-4","two dogs are jumping in waves at the beach , racing towards their owner .	two boys excited they play in the sand at a park .	a football players plays in the beach at a park .	two people are playing in the snow , enjoying the beach .	two boys tussle in the sand at a park .	two boys in love are in the sand at a park .	two young boys are enjoying the sun by wrestling in a sand pit .	two boys tussle in the sand at a park best friends .","two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .	two boys tussle in the sand at a park .","grammaticality=5 sentiment=5 topic=1	grammaticality=2 sentiment=4 topic=5	grammaticality=2 sentiment=3 topic=2	grammaticality=4 sentiment=4 topic=4	grammaticality=4 sentiment=3 topic=5	grammaticality=3 sentiment=5 topic=4	grammaticality=5 sentiment=5 topic=5	grammaticality=3 sentiment=4 topic=5","sentiment=5","sentiment=4","sentiment=3","sentiment=4","sentiment=3","sentiment=5","sentiment=5","sentiment=4","","Submit","topic=1","topic=5","topic=2","topic=4","topic=5","topic=4","topic=5","topic=5",""
